contract_creation_tx,malicious
0x12bdd579b6b40e55fd0e68110c46f30c945cce978684fac459d23867d820e038,0
0x39d834c42b22124b7f6c97dbc83f556eea23493763cb955effef8ab10349bace,0
0xf37aed6ff022893b2e52e586305dce7f4e20abb5,1
0x47426fa09d215a93358c0534e082dcd1cf1513551ed4b7185354c439563270b1,0
0xd6eb741a92f8594f22884819f5d4d1c90cb199856343985f99f1bc981a433026,0
0x0d7b6a37b61ec90ff6329c9593557a8b7c7b021d,1
0x91806be57081c0265f47363f219ec49e98c2e0723e1968f6112721a360e63e8e,0
0x68624055746f380d3f9feb8e1122e26bff47a263,1
0xf8816e8c721a72029d1aef4f2f3aff8562995577cc26f8cfc6e922070d69f8f5,0
0xc7e454770433c071dd1863eeb27fb7e1adbd3361,1
0xd68308e079c04b2c6af1b98922a22398a9303f14c24f9f4dbcaf64bcae5c0f66,0
0xc3eaf159437c7275b4f089f907c19cb773c6211b89ace2ae9cbd3277ea0c9748,0
0xe4ab77173af8c01bf89f0fc0f92fb5a4c3f8eebdf31216d9db5d45d74f679217,0
0xfd1bb1acbc17e6cc29db89b33f04217f414e702bfffc315b078ddcb371e9fb3d,0
0x338b90407c2cd41143e8bd44b939a6732f5f059254bf9493777c3248430cf44b,0
0x5a5c5b7c33994e0710be930d781b92bbb43bd6e1,1
0x18419833e94a3182057746da94a840e204313b79806b30ebe1c758f4a63975b8,0
0x597bd8ff513300ac67c8d29fda276a9a1e68ac7d93e8adf0eb532e59f4b9fe0f,0
0x4a49b07e55b4e73fc878533685d8dd3441e4f7c3feabb3b4dcc5a0e51101077d,0
0x5fffad3358871463145a3d4844c6c98b3a4fdfc54357fd63f14423e5fa75c64d,0
0x2204da3463ed92cfd9b823dda1b45d8f0515a9d60366e716154fa7c293d4d9e5,0
0xec6dc7a3a2491e272a6fd1c5c88bdd473c4410e9ef70b3de195eada2ddeb4866,0
0xf2aaf49032c0980ceda487f729e20904838819c02ee9760fa76494284f56f297,0
0xc205f5d29118475f073aea5c8f583beb865a19d7b3cded09de75086ba68a82a0,0
0x04119ddd0a4fff4ff973a8ad9c26619a2eadf5dc3167db1f8038f32e05fa119a,0
0x8c5ce8f084acf8ee177382c0515483c7229e4c362a65775d4b6e9ff56734daf3,0
0x33ac37240f71629294de98e0b51f904fda17a366,1
0x38ef1102d2f4ced091a7e08a887480d761cb3e0c9dec5d721443c3ef31dcf946,0
0x20da37603c6ed6db718b5a6cfcf2590d8a6d26e3,1
0x4320e6f8c05b27ab4707cd1f6d5ce6f3e4b3a5a1,1
0x1984e37996c561a35e10046608802ea9301e370d25ac6665a02cd968f141ff0e,0
0xbb4848e2983da483cc64d82878c474cfe66c725de803bf68b96a2e19f2ec228b,0
0xa5f125b4e1d1d0ddfaf62cb99992ef821b3df803ced80715b24f7cd11011acdd,0
0x11159afa05c84a6a392da92a0bed0bfad8d532633b02d0a62b54fc7361db1a3b,0
0x34a28a0111a238347fe30a6c91b00437f8438357427c5e759a2f7577afe65144,0
0x062e659a3c8991bc1739e72c68edb9ac7b5a8ca7,1
0x286f72cf0c134b6eb95528270306447f79e3aead,1
0x9568a0a191b87410c05922b00a173d06c9def5d2ed3f2aeb84391876dcd3d179,0
0x36a2c422a2fdcf06e16bbc36bf93a3020ff7f911677d1eb6822bf9070c33746c,0
0xbaece6e14e812c8c8b329d268cee3ca9866740a5,1
0x11c98456109226b86e77dbb2446a7998a2235141857514439c78c008f864626c,0
0xd797204b0af9a40560d0e7bca7f7d5c329c1f846ee6f686c58726da80dcb81ea,0
0x3aa2f7680d5fd658d69455701619f56c03299ad02ce2c32d3f0f2d9b6023157f,0
0xa11e0d630949b30d90b4799aa648831808ae2ec9ba219e135a3902fb0fbf1bcb,0
0xea46c3c1ab205a5549165ad29197de2c1ba26e9980c2832e21729bd6cd4ef635,0
0x8f2ef092c5199a56ef425e348c3f56a20548b726c1058bf3729b781bca5089c8,0
0x809b74550f1cfe652f696b9dc74143436848dc8267a3d1e3ae3893300ed17382,0
0xb75dedb960812cdb852ee2bf0d77101574a7a7c373d050e0870397405a1cbdad,0
0x2445a973209211667ceceef80eea14067440999e55dd6691c34ba99dbf911600,0
0xf54c74ee6aadeba0d2b7071f0e9f30bf5ef410ca729fa5bc4191b260858b0a44,0
0x72c9e245d04959716f24aea93308747960ba716f24a88846a5b2437b1146016c,0
0x787080326e1f7e0eae490efdb18e90cfd0ae2692,1
0x9005e5f2672b750d5943406bad0da6deef056f56c523312f3fdc01a934a3eb51,0
0x5a8e21d1e502f64204f7a8e03007490b40f5f1d883e87ad306284cf81c730229,0
0x0ce114cfc3c31a259569a8127022d8e04cd33a9b62cd48a75b3300a4399c2b1a,0
0x9e2486bd9457cbcb28e83c2a75905562d3e6e20f7823fc4b78fdf8d9242687e3,0
0x04f392fae06bcae7c87facd929458df7258fd276,1
0x4b9d8e37bd266fe27adc45a31a6e1c2b9ca18737,1
0x0c5eeb7dfad69b63cad56352582ebed7d74c6d2c8003ac0cc227c3357b7756dc,0
0xecded62cf10779c705400cdc3e90571dde1c366b,1
0xa91f17fae5eaa535587d73a78bb762578a124c081d7abc6deabdb40bfcef8185,0
0x50b8b772d6492e3d2e2dabb55cb4abfa5031a29174acce1a61003e91fead9496,0
0x6795ee092fff80eb0c812b6a155628d285bbc02afc1fb1fb1c4346c010f0216a,0
0x0c2614ae419cfecc85a5ad12f23b8c57c02793147ffeb2a6c49b5c5f438f8026,0
0x91a0af9193086aa9133fd75979d04e08265be233,1
0x7e351846d096de0147025cdabbad2fa5bf3e6f30dc13c9f9be92b73512f59208,0
0x8704a888fa017cf02d8b34b57fdd635d24978330102cc022e3b94ccbe3e97c70,0
0xdfc826620b5456e2e89cddd16de41797ea5f07d09c142844c0bf785e66f62f2a,0
0xc7442ace5832a1cea03f7cb1689ceb53776fcb00,1
0xc31bc4a5476fe8e96396e2aa929d56dbc34f60ddf8f45ce5b5149eb9e821f0cc,0
0x2820211e6eb06a77606986029abcfddee037dba5347e64082b96396c0071c25a,0
0xc04b3eb7264b02205dffb08dc2c02291d3beb7e8,1
0xbb383366354e49022dc8b43cfc7a1ba0daf6eda6,1
0xe8924d297663b6f83a49e3fffa94c8ae99ece407ce252efee69f53c5662f026d,0
0x460c8e4a986d76829f40464784d4b1d7865e82a34f5abcfeb9b280600afcf94a,0
0x4dfd2c2d092deaa999479fcac951ed5595bf3bc12c68c094007843c35fba83ac,0
0xd518db222f37f9109db8e86e2789186c7e340f12,1
0xe6de770a5771792e62fb770c96667e1647cc721d,1
0x4ba887bf06695147a9a42035cdc34680f685873730b6c7dc5f14eace633c4ad2,0
0xf8efea8cf7e33d8826213e7bee6af4988a1fea0fbe4f47b4520f53b2e55e2133,0
0x5803dd65f03048603c1e95f6ddb44e734bb5be21,1
0x823d973045f4731c0841182457975559cc3d74b405a9b0129a70747c71678cdc,0
0x50fc9d6b63f84b9579054a5192a99f858efcf714ad86b5312ab25cddb13bc21a,0
0x2fb7dab591b93a0fc854321611463cd43628eeec,1
0xa8bbf48b598c93ca6b1ea317e76781b2e1b77636e0c1ca27c32697b16f275deb,0
0xe0d493bf2095477960a571f99a0b4585a23fad8098f51908c0630cc848354635,0
0xa78df82913b71d211840088ca3cf1cce0f971774622d0f9186315acc2bc830bf,0
0xaea5418057d0e37a6e69e588e7f393e946846d62,1
0x699ef0e945deeeb0a909a96c181d41ed32536dec002ddb305397d2c75f96f8a5,0
0x3b971b5ada44ce008550b171408b8d288bf7e684,1
0x229b709e63082d3150f5c9748b8934674917f17d4a0d7347f9be8b46ad88106d,0
0x3e15aa5ce3920d1b7599b1292c773672075da048f738591bfd3060df1d9352b3,0
0x8c360eeb7c287157323c557298faaa2fcc24d4cd0b09254ccf7aa75a120bd72b,0
0x9e5697fc18f6a936b5d449eba160506cc9d115577a3df12688e0fa07e03ca987,0
0x929e488770ae5218cf4bb5387a390bd36b2135dd,1
0x97ab22c1480c15fded4b2596d38b7a8e6afff04073ce7bbdb8ea2278a0f944b3,0
0x3fede2674f6854abe44314ee1b46308281f5a8e34a8ae36c0cdf66652e9473ca,0
0x5d1bdb97cd71ed926162e03a4e3f0d7f532186f6,1
0xf08ad7a1e90a277b188df50118b760a8a2660b63,1
0x5c8610cfc573197703bfac43c015a31f7e9a09486d3d2e61190f1094f6405173,0
0x7903f608d9427c25711f39349260df0fb2f5dde0,1
0x2b63e75208e6802ff6140ee831a727cd144d54bb91bd7e35bd4fdb9ff5a56faa,0
0xf9b7171588ed2b2d239b63f2b6243d28dfa6f71e,1
0x55f64d09b3b95cf8bbc2577b8fab32433c0746fa,1
0x5b125b80596a284050df58b01bbad7f828703af618ed0056648a4c7ce205cb00,0
0x63aaf5986cd988a7ca7d45c342ca5ead4dee5a2b8b94bb01ffde589dd9d82b72,0
0x7f622d87ca2794ce79adbdc9fbbc4cb536e1fca468754279f0bf8cfee32ce9e0,0
0xa61f56cf27ada5fb05d4c5952baec960a00ed4f1966d124d3779c27ee68fe2f6,0
0x43a011f17e65ac2051985c84a4ed728dd36be1d9677d47731775f32cb13339a7,0
0x496676b297799eeb9446b9d808c6051d33c6cb58,1
0x8d4ff575fddcc83b013f8de4f138ae90f5881c51030b2bd13795cb731b34bd3d,0
0x9efa18e1ffd59a6a633faa0dc105f01c748986b0db09f5b8c119f6d0fe126b46,0
0xe28581c4610af4757646f354e7fe5d21667444929c37e06ab262b00651003c61,0
0x5a6f346209809907f623665bc6208773f94d6b5b1c94dd1f50ce4fea005764cc,0
0x655b752355e0c73dd4c09e9ff0a3c280d167bbfb,1
0xaa15ddbec5d9b3d7ec3b29b7f852407ec6b7a780b8ca227b5ec8c4220e2a5b10,0
0x8b6998fcf5888fb9a3254c0760c35cbe7205608bdc9f9940dfb0a20da0e2ca69,0
0xfa37cc92caf92e64b78b5ebcfd08171c1235302326eb62bfcee793fcbadac8ec,0
0x69207cf50d184de94491f646075c83f70b6420b61f110b903912c63e3d103b66,0
0xadabe95508cdea0a0d4fbf257312783011d48d8553be1e94758dfd33099c3540,0
0xfc62a32da21052fb3086e8f68ad10a7118a98606,1
0xcd1868d9fd3efaa539de17bc2db76d3f2c9cbdb6db4cb1b3ee3bcf9425f35f66,0
0x88cb03c5144e56a5236f26c6ee45c22b403f5fa8e68de767d67e5b06ddb779e0,0
0x49964c0a230f96fb843019776681baf3e5b78621,1
0xa7c1829ce36a1445b950f5537d2fabcb808de18c,1
